comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,sentiment,video_caption
Papa dah tua. .. perlukan anak anak jgak .. Kan .. Sama la macam Kita ..😁.. dah tuan perlukan anak anak .. kalau tak . sunyi rasa😁,@_daniel1519,AdamDaniel19 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
minyak bila nk turun😂,@muhammadamar6211,amar ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰🥰,@tonysim89,tonysim89 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
"Camana bak bg nasihat gini, sakau sekali ada la 😂😂",@armana2021,armana2021 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
🥰🥰,@amy_95__,Zulhilmi95 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
comel la sangat..KMB,@a31a31green,a31a31green ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
"dah betul tu,menjaga pm",@abdullahmustafa3687,abdullahmustafa3687 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
KLu x cucuk nnt lagi nk sembang..baik cucuk 😂 cepat sikit blik 😂😂,@ainiarm,MikaArm82 ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
terbaik lah ! pm..! dia org cemburu la tu.. tngok ank begurau dgn bapa!😁😁😁,@jieji473,Jie Ji473 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
x dk video penuh ngn suara apa yg dsai ckp ka 🤣🤣🤣,@abenghensem,muhamadashrafisma ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
"Jgn main dgn org pompuan ni. Ingat PM jer kena, sekali dgn org belakang tu pon kena tolak2 dgn phone. 😂😂😂",@rayyanfarhan76,RayyanFarhan76 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰🥰🥰😂😂😂mmg kiut sngt2🥰🥰,@azranorawi,Ahmad Azra ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
ada full video ke,@saranyyaaaa,saraaaa ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
Walaun dah koyak.adik modal yg tak memaju kan negara.idea walaun mana ada mcm pemimpin dia pun tak da idea,@93yent,93yent.com ,2,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
seronok dapat jawatan dari papa...😂😂,@de3150,:-D:3:3🚷 ,2,1,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
baju putih tu pun kena cucuk juga. 🤣,@jangzorro,JangZorro ,2,1,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
seb baik bapak sndri😂😂 main cuit2 je,@ciknurgayah,semut api ,2,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
🥰🥰🥰,@user4204981741837,user4204981741837 ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@ayraanum5950,Ayraanum ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Sakitzzz Men....,@fypennyab,Penny Abdullah ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
Anak bapak 😂😂😂,@paksu88,Paksu88 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
hahaha gelagat sama mcm DSWan Azizah,@sm_110671,Es Em (SM) ,6,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
love 🥰,@ibnubahari99,ibnubahari99 ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
😅,@paulkumar_1965,PaulKumar65 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@hope4carbon,Hope4Carbon69 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰🥰🥰,@ahmadfuadf,bulan purnama ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰,@cikgu_zah,Cikgu_Zah ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
org lain tak berani nak tegur... ketepatan masa amat diperlukan..,@zali6679,Rozali Dollah ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
😂😂😂,@kak_ana81,Kak J KgPeople ✌️. ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
😁😁👍,@colvenfrengkicy,Colven Frengkicy ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
hahhaa gelak.aku tgk izzah nie,@rizuanmyj,Rizuan Myj ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
😂😂,@acyy01ren,tommyctom ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
😂😂,@mimiemelati71,Mimiemelati71 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@terrancekvanhuizen,terrancekvanhuizen ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@mran7425,Tok Mran@7425 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
😁😁😁,@faezeebinzailan,KHAIRIL FAEZE ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
this is not a family business but family politics❣️I have no words but sooo proud✨👏🏻,@aurora6398,Kailla ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@chirstoperbennwillman,my name is Will Màn ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@petot8324,petot8324 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@yassinridzuan,Yassin Ridzuan ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
tu dah tanya 25%🤣🤣🤣🤣,@wanid71,wanid71 ,0,1,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
she is financial advisor 😏😏😏😏😏😏,@noormancanopus,Noorman Canopus ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
😂😂😂,@ikhw4n,M.Ikhwan ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰🥰,@mktehmidahhassan1,Ateh midah ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰🥰🥰,@lalitharamest1902,லலிதாரமேஸ்✨❤️ ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰,@80cctv,80cctv ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
